,id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
4783,2802,location 484,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
4784,17417,location 243,0,event_type 35,severity_type 2,feature 234,37,resource_type 2
4785,2377,location 734,0,event_type 15,severity_type 1,feature 71,5,resource_type 8
4786,17423,location 228,0,event_type 35,severity_type 2,feature 314,1,resource_type 2
4787,12229,location 704,0,event_type 15,severity_type 2,feature 82,2,resource_type 8
4788,10200,location 925,0,event_type 11,severity_type 1,feature 170,6,resource_type 8
4789,4921,location 244,0,event_type 35,severity_type 2,feature 312,34,resource_type 2
4790,2946,location 923,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
4791,12711,location 451,0,event_type 35,severity_type 2,feature 313,5,resource_type 2
4792,7705,location 810,2,event_type 15,severity_type 2,feature 68,2,resource_type 8
4793,5148,location 613,1,event_type 15,severity_type 1,feature 193,1,resource_type 8
4794,2309,location 292,0,event_type 35,severity_type 2,feature 313,2,resource_type 2
4795,11057,location 386,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
4796,14413,location 147,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
4797,3034,location 122,0,event_type 34,severity_type 2,feature 312,5,resource_type 2
4798,6632,location 116,0,event_type 35,severity_type 4,feature 301,2,resource_type 2
4799,6016,location 707,0,event_type 15,severity_type 2,feature 349,1,resource_type 9
4800,17255,location 100,0,event_type 35,severity_type 2,feature 312,2,resource_type 2
4801,5090,location 382,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
4802,16332,location 124,0,event_type 35,severity_type 2,feature 235,5,resource_type 2
4803,12531,location 401,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
4804,12924,location 734,0,event_type 11,severity_type 1,feature 82,2,resource_type 8
4805,12197,location 166,1,event_type 34,severity_type 2,feature 221,1,resource_type 2
4806,3963,location 619,0,event_type 11,severity_type 1,feature 54,4,resource_type 8
4807,17858,location 495,0,event_type 35,severity_type 2,feature 314,17,resource_type 2
4808,5525,location 961,0,event_type 11,severity_type 4,feature 54,4,resource_type 8
4809,4769,location 646,1,event_type 11,severity_type 1,feature 203,1,resource_type 8
4810,11080,location 497,0,event_type 35,severity_type 2,feature 312,6,resource_type 2
4811,11532,location 846,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
4812,10105,location 976,2,event_type 15,severity_type 2,feature 203,5,resource_type 8
4813,2449,location 806,0,event_type 24,severity_type 1,feature 318,4,resource_type 2
4814,18120,location 1018,0,event_type 15,severity_type 2,feature 71,1,resource_type 8
4815,5434,location 884,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
4816,15104,location 599,0,event_type 15,severity_type 2,feature 71,2,resource_type 8
4817,16299,location 704,2,event_type 15,severity_type 1,feature 82,16,resource_type 8
4818,487,location 1010,0,event_type 11,severity_type 1,feature 73,35,resource_type 8
4819,11033,location 91,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
4820,2836,location 673,0,event_type 11,severity_type 1,feature 55,10,resource_type 8
4821,7203,location 1042,1,event_type 11,severity_type 1,feature 203,6,resource_type 8
4822,7523,location 292,0,event_type 34,severity_type 2,feature 312,4,resource_type 2
4823,8661,location 996,1,event_type 15,severity_type 2,feature 201,1,resource_type 8
4824,5928,location 1008,2,event_type 15,severity_type 1,feature 203,4,resource_type 8
4825,8945,location 1067,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
4826,7388,location 600,0,event_type 15,severity_type 2,feature 82,12,resource_type 8
4827,12077,location 810,0,event_type 11,severity_type 1,feature 193,1,resource_type 2
4828,3867,location 798,2,event_type 15,severity_type 2,feature 203,12,resource_type 8
4829,23,location 257,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
4830,4409,location 700,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
4831,12930,location 300,1,event_type 34,severity_type 2,feature 312,2,resource_type 2
4832,13762,location 894,0,event_type 42,severity_type 1,feature 291,22,resource_type 2
4833,1636,location 491,0,event_type 34,severity_type 2,feature 235,5,resource_type 2
4834,10747,location 695,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
4835,474,location 118,0,event_type 34,severity_type 2,feature 312,5,resource_type 2
4836,10366,location 846,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
4837,8445,location 971,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
4838,7342,location 324,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
4839,12544,location 17,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
4840,4199,location 280,1,event_type 34,severity_type 2,feature 227,1,resource_type 8
4841,13634,location 587,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
4842,10972,location 826,1,event_type 14,severity_type 1,feature 54,5,resource_type 4
4843,15867,location 1075,1,event_type 15,severity_type 2,feature 82,16,resource_type 8
4844,8743,location 91,1,event_type 35,severity_type 2,feature 227,1,resource_type 2
4845,5100,location 1050,2,event_type 13,severity_type 1,feature 179,10,resource_type 8
4846,6527,location 752,1,event_type 11,severity_type 1,feature 55,1,resource_type 8
4847,296,location 1086,2,event_type 15,severity_type 2,feature 203,5,resource_type 8
4848,7081,location 809,0,event_type 11,severity_type 1,feature 193,4,resource_type 8
4849,11642,location 504,0,event_type 34,severity_type 2,feature 232,6,resource_type 2
4850,14994,location 1029,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
4851,59,location 602,0,event_type 11,severity_type 1,feature 171,2,resource_type 8
4852,9268,location 465,0,event_type 35,severity_type 2,feature 232,12,resource_type 2
4853,11039,location 737,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
4854,17665,location 13,0,event_type 22,severity_type 4,feature 222,1,resource_type 7
4855,15512,location 12,0,event_type 54,severity_type 4,feature 362,1,resource_type 2
4856,13664,location 1079,0,event_type 18,severity_type 1,feature 68,4,resource_type 8
4857,13472,location 661,0,event_type 22,severity_type 2,feature 305,2,resource_type 7
4858,5925,location 484,0,event_type 35,severity_type 2,feature 232,10,resource_type 2
4859,7907,location 1082,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
4860,16055,location 371,0,event_type 34,severity_type 2,feature 228,2,resource_type 2
4861,3336,location 102,0,event_type 34,severity_type 2,feature 234,1,resource_type 2
4862,16414,location 179,1,event_type 11,severity_type 1,feature 181,1,resource_type 8
4863,6047,location 445,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
4864,12311,location 921,1,event_type 15,severity_type 2,feature 82,10,resource_type 8
4865,10201,location 878,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
4866,15393,location 312,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
4867,8716,location 100,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
4868,438,location 684,2,event_type 15,severity_type 2,feature 71,1,resource_type 8
4869,3268,location 834,1,event_type 15,severity_type 2,feature 82,6,resource_type 8
4870,7400,location 886,0,event_type 13,severity_type 1,feature 68,2,resource_type 6
4871,5520,location 494,0,event_type 35,severity_type 4,feature 312,4,resource_type 2
4872,7062,location 881,0,event_type 13,severity_type 1,feature 273,1,resource_type 8
4873,16163,location 619,0,event_type 11,severity_type 1,feature 20,10,resource_type 8
4874,11755,location 814,0,event_type 11,severity_type 4,feature 70,2,resource_type 8
4875,9083,location 474,0,event_type 34,severity_type 2,feature 235,2,resource_type 2
4876,5811,location 481,0,event_type 35,severity_type 2,feature 308,25,resource_type 2
4877,4668,location 305,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
4878,357,location 894,0,event_type 44,severity_type 1,feature 375,17,resource_type 2
4879,1586,location 1107,0,event_type 15,severity_type 1,feature 71,13,resource_type 8
4880,8670,location 696,1,event_type 11,severity_type 1,feature 170,4,resource_type 8
4881,6181,location 373,0,event_type 34,severity_type 2,feature 232,23,resource_type 2
4882,15333,location 205,0,event_type 35,severity_type 4,feature 301,1,resource_type 2
4883,10644,location 498,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
4884,6915,location 252,0,event_type 35,severity_type 1,feature 221,1,resource_type 2
4885,8662,location 1030,1,event_type 11,severity_type 1,feature 170,4,resource_type 8
4886,1782,location 1086,2,event_type 15,severity_type 2,feature 203,19,resource_type 8
4887,2998,location 1086,1,event_type 15,severity_type 2,feature 82,4,resource_type 8
4888,14007,location 124,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
4889,44,location 451,0,event_type 35,severity_type 2,feature 233,28,resource_type 2
4890,5693,location 1019,2,event_type 15,severity_type 2,feature 80,2,resource_type 8
4891,1732,location 810,2,event_type 15,severity_type 1,feature 82,21,resource_type 8
4892,2867,location 816,0,event_type 11,severity_type 2,feature 69,1,resource_type 8
4893,1296,location 846,2,event_type 15,severity_type 2,feature 82,10,resource_type 8
4894,18406,location 810,0,event_type 54,severity_type 1,feature 82,10,resource_type 8
4895,3883,location 810,0,event_type 54,severity_type 1,feature 82,5,resource_type 8
4896,4440,location 1107,0,event_type 15,severity_type 1,feature 82,83,resource_type 8
4897,17217,location 469,0,event_type 35,severity_type 2,feature 310,2,resource_type 2
4898,12917,location 297,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
4899,15400,location 102,1,event_type 34,severity_type 2,feature 235,1,resource_type 2
4900,15147,location 810,0,event_type 11,severity_type 1,feature 193,2,resource_type 8
4901,6467,location 1035,1,event_type 31,severity_type 4,feature 279,1,resource_type 8
4902,13894,location 627,1,event_type 11,severity_type 2,feature 222,1,resource_type 7
4903,7942,location 280,0,event_type 34,severity_type 2,feature 233,2,resource_type 2
4904,10977,location 1017,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
4905,10725,location 320,0,event_type 34,severity_type 1,feature 134,1,resource_type 2
4906,12826,location 943,0,event_type 11,severity_type 1,feature 54,3,resource_type 8
4907,7968,location 471,0,event_type 35,severity_type 2,feature 312,6,resource_type 2
4908,10559,location 13,1,event_type 11,severity_type 1,feature 68,2,resource_type 8
4909,4771,location 506,0,event_type 35,severity_type 2,feature 232,24,resource_type 2
4910,15679,location 1059,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
4911,6090,location 149,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
4912,3289,location 831,1,event_type 11,severity_type 1,feature 87,3,resource_type 8
4913,8206,location 1109,0,event_type 13,severity_type 1,feature 345,1,resource_type 6
4914,9034,location 902,0,event_type 23,severity_type 4,feature 306,1,resource_type 7
4915,1802,location 763,1,event_type 15,severity_type 2,feature 82,2,resource_type 8
4916,9323,location 802,1,event_type 23,severity_type 4,feature 223,10,resource_type 7
4917,5217,location 475,0,event_type 35,severity_type 2,feature 314,25,resource_type 2
4918,15224,location 600,2,event_type 15,severity_type 2,feature 203,28,resource_type 8
4919,15116,location 976,0,event_type 15,severity_type 2,feature 71,2,resource_type 8
4920,17990,location 396,0,event_type 35,severity_type 4,feature 308,1,resource_type 2
4921,12452,location 894,0,event_type 42,severity_type 2,feature 283,2,resource_type 2
4922,11663,location 16,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
4923,18281,location 181,0,event_type 35,severity_type 2,feature 315,1,resource_type 2
4924,1946,location 1033,1,event_type 11,severity_type 1,feature 87,3,resource_type 8
4925,1999,location 600,0,event_type 15,severity_type 2,feature 82,20,resource_type 8
4926,12420,location 691,1,event_type 23,severity_type 2,feature 75,2,resource_type 7
4927,16293,location 409,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
4928,3112,location 1006,0,event_type 11,severity_type 2,feature 54,5,resource_type 8
4929,7017,location 1018,1,event_type 15,severity_type 2,feature 201,2,resource_type 8
4930,4483,location 270,0,event_type 34,severity_type 2,feature 233,3,resource_type 2
4931,4460,location 1030,0,event_type 11,severity_type 2,feature 54,2,resource_type 8
4932,3253,location 878,0,event_type 11,severity_type 2,feature 73,2,resource_type 8
4933,1118,location 241,0,event_type 35,severity_type 2,feature 313,1,resource_type 2
4934,4291,location 114,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
4935,6331,location 619,0,event_type 11,severity_type 2,feature 54,2,resource_type 8
4936,9297,location 283,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
4937,6654,location 768,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
4938,11243,location 696,0,event_type 11,severity_type 2,feature 54,8,resource_type 8
4939,7143,location 990,0,event_type 11,severity_type 1,feature 68,3,resource_type 8
4940,17753,location 704,1,event_type 15,severity_type 2,feature 203,3,resource_type 8
4941,11382,location 998,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
4942,16057,location 831,1,event_type 11,severity_type 1,feature 209,1,resource_type 8
4943,4531,location 660,0,event_type 21,severity_type 1,feature 135,1,resource_type 2
4944,7630,location 114,1,event_type 34,severity_type 2,feature 307,1,resource_type 2
4945,9922,location 1042,0,event_type 15,severity_type 2,feature 203,2,resource_type 8
4946,4614,location 899,0,event_type 44,severity_type 1,feature 376,2,resource_type 2
4947,2466,location 242,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
4948,14383,location 523,0,event_type 35,severity_type 1,feature 227,1,resource_type 2
4949,17781,location 478,0,event_type 35,severity_type 2,feature 229,1,resource_type 2
4950,7997,location 906,1,event_type 11,severity_type 1,feature 82,1,resource_type 8
4951,17366,location 1066,0,event_type 13,severity_type 1,feature 170,1,resource_type 8
4952,13380,location 400,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
4953,14349,location 507,0,event_type 35,severity_type 2,feature 232,34,resource_type 2
